"name","noc","discipline"
"SANITA Andre","Germany","Fencing"
"SANTANDREA Martina","Italy","Rhythmic Gymnastics"
"SANTARELLI Andrea","Italy","Fencing"
"SANTAVY Boady Robert","Canada","Weightlifting"
"SANTESTEBAN GONZALEZ Ane","Spain","Cycling Road"
"SANTOS da SILVA Altobeli","Brazil","Athletics"
"SANTOS Eduardo Yudy","Brazil","Judo"
"SANTOS Gabriel","Brazil","Swimming"
"SANTOS Geovanna","Brazil","Rhythmic Gymnastics"
"SANTOS Rosangela","Brazil","Athletics"
"SANTUCCIO Alberta","Italy","Fencing"
"SANZ LANZ Mateo","Switzerland","Sailing"
"SANZULLO Mario","Italy","Marathon Swimming"
"SARAIVA Flavia","Brazil","Artistic Gymnastics"
"SARMENTO Matthew Brandon","Canada","Hockey"
"SARNA Angelika","Poland","Athletics"
"SARNACKI Maciej","Poland","Judo"
"SARNECKI Rafal","Poland","Cycling Track"
"SAROSI Laura","Hungary","Badminton"
"SARROU Jordan","France","Cycling Mountain Bike"
"SASAKI Chizuru","Japan","Shooting"
"SASMA Ersu","Turkey","Athletics"
"SASNAL Gabriela","Poland","Artistic Gymnastics"
"SASTIN Marianna","Hungary","Wrestling"
"SATILA Ana","Brazil","Canoe Slalom"
"SATO Ayano","Japan","Canoe Slalom"
"SATO Eiken","Japan","Equestrian"
"SATO Kentaro","Japan","Athletics"
"SATO Nozomi","Japan","Fencing"
"SATO Shoma","Japan","Swimming"
"SAUDER Theo","Canada","Rugby Sevens"
"SAUER Martin","Germany","Rowing"
"SAUNDERS Callum","New Zealand","Cycling Track"
"SAUNDERS Jacob","Canada","Sailing"
"SAUNDERS Raven","United States of America","Athletics"
"SAVARD Katerine","Canada","Swimming"
"SAVCHUK Anastasiya","Ukraine","Artistic Swimming"
"SAVELKOULS Tessie","Netherlands","Judo"
"SAVILLE Luke","Australia","Tennis"
"SAVRANBASI Nazli","Turkey","Artistic Gymnastics"
"SAWYERS Jazmin","Great Britain","Athletics"
"SAYIT Kayra","Turkey","Judo"
"SBIHI Mohamed","Great Britain","Rowing"
"SCANLAN Laetisha","Australia","Shooting"
"SCANTLING Garrett","United States of America","Athletics"
"SCATRUT Haline","Brazil","Rugby Sevens"
"SCHACHMANN Maximilian","Germany","Cycling Road"
"SCHAEFER Kai","Germany","Badminton"
"SCHAEFER-BETZ Pauline","Germany","Artistic Gymnastics"
"SCHAER Michael","Switzerland","Cycling Road"
"SCHAFER Carolin","Germany","Athletics"
"SCHAUFFELE Xander","United States of America","Golf"
"SCHAUNIG Maike","Germany","Hockey"
"SCHEENAARD Lisa","Netherlands","Rowing"
"SCHEIBNER Conrad-Robin","Germany","Canoe Sprint"
"SCHEIDT Robert","Brazil","Sailing"
"SCHELL Anna Carmen","Germany","Wrestling"
"SCHENKEL Eli","Canada","Fencing"
"SCHILDER Jessica","Netherlands","Athletics"
"SCHIPPERS Dafne","Netherlands","Athletics"
"SCHIR Thery","Switzerland","Cycling Track"
"SCHIVO Arianna","Italy","Equestrian"
"SCHLEGEL Marvin","Germany","Athletics"
"SCHLEU Annika","Germany","Modern Pentathlon"
"SCHLOESSER Gabriela","Netherlands","Archery"
"SCHLUMPF Fabienne","Switzerland","Athletics"
"SCHMID Mauro","Switzerland","Cycling Track"
"SCHMIDT Alica","Germany","Athletics"
"SCHMIDT Madeline","Canada","Canoe Sprint"
"SCHMIDT Richard","Germany","Rowing"
"SCHMITT Allison","United States of America","Swimming"
"SCHNEIDER Dorothee","Germany","Equestrian"
"SCHNEIDER Jakob","Germany","Rowing"
"SCHNEIDER Rachel","United States of America","Athletics"
"SCHNEITER Sebastien","Switzerland","Sailing"
"SCHNELL Delaney","United States of America","Diving"
"SCHOLFIELD Oliver William","Canada","Hockey"
"SCHOMBURG Jonas","Germany","Triathlon"
"SCHONEBORN Deborah","Germany","Athletics"
"SCHONEBORN Rabea","Germany","Athletics"
"SCHOUTEN Tes","Netherlands","Swimming"
"SCHRODER Anne Katarina","Germany","Hockey"
"SCHROEDER Joe","United States of America","Rugby Sevens"
"SCHROEDER Lindi","United States of America","Artistic Swimming"
"SCHUERCH Joel","Switzerland","Rowing"
"SCHULTE Marvin","Germany","Athletics"
"SCHULTZ Samantha","United States of America","Modern Pentathlon"
"SCHULTZE Daniela","Germany","Rowing"
"SCHULZE Karl","Germany","Rowing"
"SCHURTER Nino","Switzerland","Cycling Mountain Bike"
"SCHUURMAN Glenn","Netherlands","Hockey"
"SCHUURS Demi","Netherlands","Tennis"
"SCHWAB Corinna","Germany","Athletics"
"SCHWANDKE Tristan","Germany","Athletics"
"SCHWANITZ Christina","Germany","Athletics"
"SCHWARZ Bram","Netherlands","Rowing"
"SCHWARZ Charline","Germany","Archery"
"SCHWEIZER Karissa","United States of America","Athletics"
"SCHWEIZER Lisa Marie","Germany","Weightlifting"
"SCHWINGENSCHLOGL Fabian","Germany","Swimming"
"SCLABAS Delia","Switzerland","Athletics"
"SCOTT Donald","United States of America","Athletics"
"SCOTT Duncan","Great Britain","Swimming"
"SCOTT Giles","Great Britain","Sailing"
"SCOTT Hannah","Great Britain","Rowing"
"SCOTT Marc","Great Britain","Athletics"
"SCOTT Thomas","United States of America","Karate"
"SCOTTI Edoardo","Italy","Athletics"
"SEBESI Lili","France","Sailing"
"SECCAFIEN Andrea","Canada","Athletics"
"SECHSER Michelle","United States of America","Rowing"
"SEDDON Zak","Great Britain","Athletics"
"SEDNEY Naomi","Netherlands","Athletics"
"SEDNEY Zoe","Netherlands","Athletics"
"SEEBOHM Emily","Australia","Swimming"
"SEGAWA Kazumasa","Japan","Sailing"
"SEIDEL Marvin","Germany","Badminton"
"SEIDEL Molly","United States of America","Athletics"
"SEIDEMANN Melissa","United States of America","Water Polo"
"SEIDL Sebastian","Germany","Judo"
"SEIFERT Bernhard","Germany","Athletics"
"SEILER Nathaniel","Germany","Athletics"
"SEINEN Cheryl","Netherlands","Badminton"
"SEITZ Elisabeth","Germany","Artistic Gymnastics"
"SELMON Kenneth","United States of America","Athletics"
"SEMBER Cindy","Great Britain","Athletics"
"SEMENOV Sergei","ROC","Wrestling"
"SEMENOVA Nataliya","Ukraine","Athletics"
"SEMERARO Silvia","Italy","Karate"
"SEMIANOVA Daria","ROC","Shooting"
"SENE Alioune","France","Athletics"
"SENODUNCU Sahin","Turkey","Athletics"
"SEO Chaehyun","Republic of Korea","Sport Climbing"
"SEO Jiyeon","Republic of Korea","Fencing"
"SEO Seungjae","Republic of Korea","Badminton"
"SERBIN Oleh","Ukraine","Diving"
"SEREDA Oleksii","Ukraine","Diving"
"SEREDINA Kristina","ROC","Rugby Sevens"
"SERGEEV Aleksandr","ROC","Canoe Sprint"
"SEROGINA Anita","Ukraine","Karate"
"SERU Jose","Japan","Rugby Sevens"
"SERZHANTOVA Alena","ROC","Water Polo"
"SETIN SARTORI Murilo","Brazil","Swimming"
"SETO Daiya","Japan","Swimming"
"SEVENICH Vivian","Netherlands","Water Polo"
"SEVICK Jessica","Canada","Rowing"
"SHACKLEY Anna","Great Britain","Cycling Road"
"SHADALOV Hamsat","Germany","Boxing"
"SHADOFF Jodi","Great Britain","Golf"
"SHAMILOV Yakub","ROC","Judo"
"SHAN Xiaona","Germany","Table Tennis"
"SHANER William","United States of America","Shooting"
"SHANNON Olivia","New Zealand","Hockey"
"SHAO Yaqi","People's Republic of China","Fencing"
"SHARP Alena","Canada","Golf"
"SHARP Lachlan Thomas","Australia","Hockey"
"SHARPE Matthew","Canada","Triathlon"
"SHARRAH Corben","United States of America","Cycling BMX Racing"
"SHEA Maggie","United States of America","Sailing"
"SHEN Yineng","People's Republic of China","Water Polo"
"SHENG Lihao","People's Republic of China","Shooting"
"SHEPHERD Caleb","New Zealand","Rowing"
"SHERAZADISHVILI Nikoloz","Spain","Judo"
"SHESTAKOVA Daria","ROC","Rugby Sevens"
"SHEVCHUK Hanna","Ukraine","Athletics"
"SHEVELEVA Svetlana","ROC","Fencing"
"SHEVTSOV Serhii","Ukraine","Swimming"
"SHI Gaofeng","People's Republic of China","Fencing"
"SHI Liying","People's Republic of China","Athletics"
"SHI Mengyao","People's Republic of China","Shooting"
"SHI Tingmao","People's Republic of China","Diving"
"SHI Yu Qi","People's Republic of China","Badminton"
"SHI Zhiyong","People's Republic of China","Weightlifting"
"SHIBAHARA Ena","Japan","Tennis"
"SHIELDS Nicole","New Zealand","Cycling Track"
"SHIELDS Tom","United States of America","Swimming"
"SHIGA Mitsuaki","Japan","Water Polo"
"SHIKINE Takahiro","Japan","Fencing"
"SHIM Jungsub","Republic of Korea","Athletics"
"SHIMAMURA Tomohiro","Japan","Fencing"
"SHIMAZU Rena","Japan","Modern Pentathlon"
"SHIMIZU Kiyou","Japan","Karate"
"SHIMIZU Mayu","Japan","Rugby Sevens"
"SHIMIZU Yusuke","Japan","Water Polo"
"SHIN Jeahwan","Republic of Korea","Artistic Gymnastics"
"SHIN Seungchan","Republic of Korea","Badminton"
"SHIN Yubin","Republic of Korea","Table Tennis"
"SHIOJIRI Kazuya","Japan","Athletics"
"SHIOYA Minami","Japan","Water Polo"
"SHIPPERLEY Rupert Scott","Great Britain","Hockey"
"SHIRAI Sora","Japan","Skateboarding"
"SHIRAKO Miyu","Japan","Rugby Sevens"
"SHIROYAMA Shoutarou","Japan","Athletics"
"SHISHKINA Alla","ROC","Artistic Swimming"
"SHKATOVA Angelina","ROC","Rhythmic Gymnastics"
"SHKURENYOV Ilya","ROC","Athletics"
"SHLEIKHER Nikita","ROC","Diving"
"SHMELEVA Daria","ROC","Cycling Track"
"SHORTEN Rebecca","Great Britain","Rowing"
"SHORTMAN Kate","Great Britain","Artistic Swimming"
"SHOSTAK Aliaksei","United States of America","Trampoline Gymnastics"
"SHRIEVER Bethany","Great Britain","Cycling BMX Racing"
"SHUBENKOV Sergey","ROC","Athletics"
"SHUEY Michael","United States of America","Athletics"
"SHUMIK Viktor","Ukraine","Athletics"
"SHUROCHKINA Maria","ROC","Artistic Swimming"
"SHUVALOVA Maria","ROC","Equestrian"
"SHYNKARENKO Alina","Ukraine","Artistic Swimming"
"SIBILIO Alessandro","Italy","Athletics"
"SICHENIKOVA Lidiia","Ukraine","Archery"
"SIDAKOV Zaurbek","ROC","Wrestling"
"SIDOROVA Anzhelika","ROC","Athletics"
"SIEGEMUND Laura","Germany","Tennis"
"SIEGENTHALER Maja","Switzerland","Sailing"
"SIERRA CANADILLA Arlenis","Cuba","Cycling Road"
"SIGNAL Megan Ann","New Zealand","Weightlifting"
"SIKLOSI Gergely","Hungary","Fencing"
"SILVA Beatriz","Brazil","Rhythmic Gymnastics"
"SILVA Bianca","Brazil","Rugby Sevens"
"SILVA Fabiana","Brazil","Badminton"
"SILVA MARINHO Tiffani","Brazil","Athletics"
"SILVA MORALES Ivan Felipe","Cuba","Judo"
"SILVA Rafael","Brazil","Judo"
"SILVA Yarisley","Cuba","Athletics"
"SIM Jaeyoung","Republic of Korea","Taekwondo"
"SIM Stuart","Australia","Rowing"
"SIMANOVICH Anastasia","ROC","Water Polo"
"SIMMERLING Georgia","Canada","Cycling Track"
"SIMMONDS Joshua","Australia","Hockey"
"SIMON Gilles","France","Tennis"
"SIMONEAU Jacqueline","Canada","Artistic Swimming"
"SINDEN Bradly","Great Britain","Taekwondo"
"SINTSOV Anton","ROC","Cycling Mountain Bike"
"SIRAGUSA Irene","Italy","Athletics"
"SISSON Emily","United States of America","Athletics"
"SITKOVSKIY Oleksandr","Ukraine","Athletics"
"SIVAKOV Pavel","ROC","Cycling Road"
"SIX Christopher","France","Equestrian"
"SKACHKOV Kirill","ROC","Table Tennis"
"SKIERKA Jakub","Poland","Swimming"
"SKINNER Mykayla","United States of America","Artistic Gymnastics"
"SKRYPAK Olga","Ukraine","Athletics"
"SKRZYSZOWSKA Pia","Poland","Athletics"
"SKUPSKI Neal","Great Britain","Tennis"
"SLADKOV Nicole","United States of America","Rhythmic Gymnastics"
"SLEEKING Brigitte","Netherlands","Water Polo"
"SLOAN Ian Martin","Great Britain","Hockey"
"SMEDLEY Cameron","Canada","Canoe Slalom"
"SMELLIE Gavin","Canada","Athletics"
"SMIDT Nick","Netherlands","Athletics"
"SMITH Austen Jewell","United States of America","Shooting"
"SMITH Alana","United States of America","Skateboarding"
"SMITH Anabelle","Australia","Diving"
"SMITH Brendon","Australia","Swimming"
"SMITH Cameron","Australia","Golf"
"SMITH Gabrielle","Canada","Rowing"
"SMITH Haley","Canada","Cycling Mountain Bike"
"SMITH Hannah","Great Britain","Rugby Sevens"
"SMITH Holly","Great Britain","Equestrian"
"SMITH Jesse","United States of America","Water Polo"
"SMITH Kelsey","New Zealand","Hockey"
"SMITH Kieran","United States of America","Swimming"
"SMITH Kierra","Canada","Swimming"
"SMITH Lauren","Great Britain","Badminton"
"SMITH Penny","Australia","Shooting"
"SMITH Rebecca","Canada","Swimming"
"SMITH Regan","United States of America","Swimming"
"SMITH Samantha","Canada","Trampoline Gymnastics"
"SMITH Tamra","United States of America","Equestrian"
"SMITH Zoe","Great Britain","Weightlifting"
"SMOLDERS Harrie","Netherlands","Equestrian"
"SMOLEN Michal","United States of America","Canoe Slalom"
"SMOLIGA Olivia","United States of America","Swimming"
"SMORGUNER Ilja","Germany","Karate"
"SMULDERS Merel","Netherlands","Cycling BMX Racing"
"SMYTHE John Barrie","Canada","Hockey"
"SNOW-HANSEN Paul","New Zealand","Sailing"
"SNOWDEN Katie","Great Britain","Athletics"
"SNYDER Kyle Frederick","United States of America","Wrestling"
"SOARES Diogo","Brazil","Artistic Gymnastics"
"SOARES Nubia","Brazil","Athletics"
"SOBCHUK Olena","Ukraine","Athletics"
"SOBERA Robert","Poland","Athletics"
"SOBOL Kristina Ivanovna","ROC","Weightlifting"
"SOBOLEVA Evgeniya","ROC","Water Polo"
"SOEJIMA Kameli Raravou","Japan","Rugby Sevens"
"SOGHOMONYAN Eduard","Brazil","Wrestling"
"SOHI Gurpreet","Canada","Water Polo"
"SOLJA Petrissa","Germany","Table Tennis"
"SOLOMON Steven","Australia","Athletics"
"SOLUIANOVA Svetlana","ROC","Boxing"
"SOMERVILLE Gronya","Australia","Badminton"
"SOMERVILLE Karri","Australia","Hockey"
"SOMEYA Mayumi","Japan","Karate"
"SONE Akira","Japan","Judo"
"SONEGO Lorenzo","Italy","Tennis"
"SONG Jong-Ho","Republic of Korea","Shooting"
"SONG Jaeho","Republic of Korea","Fencing"
"SONG Jiayuan","People's Republic of China","Athletics"
"SONG Sera","Republic of Korea","Fencing"
"SONG Yiling","People's Republic of China","Sport Climbing"
"SONNTAG Julia","Germany","Hockey"
"SONODA Keigo","Japan","Badminton"
"SORRENTINO Giordana","Italy","Boxing"
"SORRIBES TORMO Sara","Spain","Tennis"
"SORSBY Thomas","Great Britain","Hockey"
"SOTERO Alice","Italy","Modern Pentathlon"
"SOTTILE Stefano","Italy","Athletics"
"SOUSA Graziele","Brazil","Boxing"
"SOUSA Hebert","Brazil","Boxing"
"SOUTA Vagner Junior","Brazil","Canoe Sprint"
"SOUWER Anna Sarah Sophie","Netherlands","Rowing"
"SOUZA ALFANO MOURA Thiago Julio","Brazil","Athletics"
"SOUZA Caio","Brazil","Artistic Gymnastics"
"SOUZA FILHO Isaac","Brazil","Diving"
"SOZONOV Ivan","ROC","Badminton"
"SOZONOVA Nadezhda","ROC","Rugby Sevens"
"SOZYKIN Pavel","ROC","Sailing"
"SPAJARI Pedro","Brazil","Swimming"
"SPENDOLINI SIRIEIX Andrea","Great Britain","Diving"
"SPESIVTSEV Maxim","ROC","Canoe Sprint"
"SPIRIG Nicola","Switzerland","Triathlon"
"SPISAK Pawel","Poland","Equestrian"
"SPOORS Lucy","New Zealand","Rowing"
"SPRATT Amanda","Australia","Cycling Road"
"SPRINGSTEEN Jessica","United States of America","Equestrian"
"SPRUNGER Lea","Switzerland","Athletics"
"SQUIRES Tom","Great Britain","Sailing"
"STACH Aleksandra","Poland","Canoe Slalom"
"STADLER Alexander","Germany","Hockey"
"STAEBLER Frank","Germany","Wrestling"
"STAEHLI Julie-Anne","Canada","Athletics"
"STAFFORD Lucia","Canada","Athletics"
"STAIB Constantin","Germany","Hockey"
"STAIRMAND Billy","New Zealand","Surfing"
"STANCIL Felicia","United States of America","Cycling BMX Racing"
"STANCO Silvana","Italy","Shooting"
"STANISZEWSKI Daniel","Poland","Cycling Track"
"STANKIEWICZ Aneta","Poland","Shooting"
"STANO Massimo","Italy","Athletics"
"STAPENHORST Charlotte","Germany","Hockey"
"STARC Brandon","Australia","Athletics"
"STARIKOVA Olena","Ukraine","Cycling Track"
"STASIAK Sebastian","Poland","Modern Pentathlon"
"STATEFF Delian","Italy","Triathlon"
"STECCHI Claudio Michel","Italy","Athletics"
"STEEN Jordan","Canada","Wrestling"
"STEENBERGEN Marrit","Netherlands","Swimming"
"STEENHUIS Guusje","Netherlands","Judo"
"STEFANI Luisa","Brazil","Tennis"
"STEFANOWICZ JR John Walter","United States of America","Wrestling"
"STEFFEN Benjamin","Switzerland","Fencing"
"STEFFENS Margaret","United States of America","Water Polo"
"STEINACKER Marike","Germany","Athletics"
"STEINHAUSER Verena","Italy","Triathlon"
"STEINRUCK Katharina","Germany","Athletics"
"STEPANOVA Kira","ROC","Canoe Sprint"
"STEPANOVA Vasilisa","ROC","Rowing"
"STEPHAN Lucy","Australia","Rowing"
"STEPHENS Laura","Great Britain","Swimming"
"STEVAUX CARNAVAL Priscilla Andreia","Brazil","Cycling BMX Racing"
"STEVENS Dani","Australia","Athletics"
"STEVENS Robyn","United States of America","Athletics"
"STEVENSON Ben","United States of America","Water Polo"
"STEWART Ava","Canada","Artistic Gymnastics"
"STEWART Campbell","New Zealand","Cycling Track"
"STEWART Grace","Australia","Hockey"
"STEWART Murray","Australia","Canoe Sprint"
"STEWART Reba","Australia","Taekwondo"
"STEWART Trevor","United States of America","Athletics"
"STOCK MENSAH Tamyra Marianna","United States of America","Wrestling"
"STOEPHASIUS Lilly","Germany","Skateboarding"
"STOJ Bartlomiej","Poland","Athletics"
"STOKOWSKI Kacper","Poland","Swimming"
"STOLL Theresa","Germany","Judo"
"STOMPHORST Nomi","Netherlands","Water Polo"
"STONE Anne-Elizabeth","United States of America","Fencing"
"STONE Gavin","Canada","Rowing"
"STONE Genevra","United States of America","Rowing"
"STOSUR Samantha","Australia","Tennis"
"STRAHL Martina","Switzerland","Athletics"
"STRANSKY Mara","Australia","Sailing"
"STRAUCH Jenna","Australia","Swimming"
"STREBKOVA Nataliya","Ukraine","Athletics"
"STREETS Kaito","Japan","Fencing"
"STRONG Corbin","New Zealand","Cycling Track"
"STRUFF Jan-Lennard","Germany","Tennis"
"STUBBLETY-COOK Izaac","Australia","Swimming"
"STUDER Max","Switzerland","Triathlon"
"STUHLEMMER Alica","Germany","Sailing"
"STUMP Nils","Switzerland","Judo"
"STUPIN Maxim","ROC","Swimming"
"SU Bingtian","People's Republic of China","Athletics"
"SU Guoxiong","People's Republic of China","Athletics"
"SUAREZ NAVARRO Carla","Spain","Tennis"
"SUBBOTINA Ekaterina","ROC","Shooting"
"SUESSEMILCH Laura","Germany","Cycling Track"
"SUGIHARA Aiko","Japan","Artistic Gymnastics"
"SUGIMOTO Sayuri","Japan","Rhythmic Gymnastics"
"SUGITA Yuichi","Japan","Tennis"
"SUI Gaofei","People's Republic of China","Athletics"
"SUKHOV Pavel","ROC","Fencing"
"SULEK Adrianna","Poland","Athletics"
"SULLIVAN Erica","United States of America","Swimming"
"SUN Hongyi","People's Republic of China","Taekwondo"
"SUN Huadong","People's Republic of China","Equestrian"
"SUN Jiajun","People's Republic of China","Cycling Road"
"SUN Jiajun","People's Republic of China","Swimming"
"SUN Mengya","People's Republic of China","Canoe Sprint"
"SUN Wei","People's Republic of China","Artistic Gymnastics"
"SUN Wenyan","People's Republic of China","Artistic Swimming"
"SUN Xiaoqian","People's Republic of China","Judo"
"SUN Yanan","People's Republic of China","Wrestling"
"SUN Yingsha","People's Republic of China","Table Tennis"
"SUN Yiwen","People's Republic of China","Fencing"
"SUNAGA Yuki","Japan","Sailing"
"SUNAMA Keita","Japan","Swimming"
"SUNDERMAN Patrick","United States of America","Shooting"
"SUPPINI Marco","Italy","Shooting"
"SURKOV Artem","ROC","Wrestling"
"SURKOVA Arina","ROC","Swimming"
"SURMENELI Busenaz","Turkey","Boxing"
"SUSAKI Yui","Japan","Wrestling"
"SUVOROVA Natalia","ROC","Cycling BMX Racing"
"SUWARA Wiktor","Poland","Athletics"
"SUZUKI Aoto","Japan","Athletics"
"SUZUKI Ayuka","Japan","Rhythmic Gymnastics"
"SUZUKI Ayuko","Japan","Athletics"
"SUZUKI Ricardo","Japan","Taekwondo"
"SUZUKI Sergio","Japan","Taekwondo"
"SVICHKAR Roman","Ukraine","Fencing"
"SVITOLINA Elina","Ukraine","Tennis"
"SWAN Kyle","Australia","Athletics"
"SWANN Polly","Great Britain","Rowing"
"SWIATEK Iga","Poland","Tennis"
"SWIETY-ERSETIC Justyna","Poland","Athletics"
"SWOBODA Ewa","Poland","Athletics"
"SYDORENKO Kseniya","Ukraine","Artistic Swimming"
"SYLLA Sounkamba","France","Athletics"
"SZABO Matyas","Germany","Fencing"
"SZATMARI Andras","Hungary","Fencing"
"SZILAGYI Aron","Hungary","Fencing"
"SZILAGYI Dorottya","Hungary","Water Polo"
"SZILAGYI Reka","Hungary","Athletics"
"SZOGI Istvan","Hungary","Athletics"
"SZOKE Alex Gergo","Hungary","Wrestling"
"SZPAKOWSKI Michal","Poland","Rowing"
"SZUCS Gabriella","Hungary","Water Polo"
"SZUCS Valdo","Hungary","Athletics"
"SZUDI Adam","Hungary","Table Tennis"
"TABELING Robin","Netherlands","Badminton"
"TADA Shuhei","Japan","Athletics"
"TAHULL COMPTE Roger","Spain","Water Polo"
"TAIMAZOVA Madina","ROC","Judo"
"TAKABATAKE Eric","Brazil","Judo"
"TAKACS Kincso","Hungary","Canoe Sprint"
"TAKAHASHI Bruna","Brazil","Table Tennis"
"TAKAHASHI Eiki","Japan","Athletics"
"TAKAHASHI Leo","Japan","Sailing"
"TAKAHASHI Masanao","Japan","Equestrian"
"TAKAHASHI Yuki","Japan","Wrestling"
"TAKAHASHI Yuko","Japan","Triathlon"
"TAKAMIYA Natsumi","Japan","Modern Pentathlon"
"TAKANO Sena","Japan","Sailing"
"TAKATA Mitsuru","Japan","Water Polo"
"TAKATANI Sohsuke","Japan","Wrestling"
"TAKATO Naohisa","Japan","Judo"
"TAKAYAMA Shunya","Japan","Athletics"
"TAKENAKA Nanami","Japan","Rhythmic Gymnastics"
"TAMAI Rikuto","Japan","Diving"
"TAMBERI Gianmarco","Italy","Athletics"
"TAMURA Norika","Japan","Fencing"
"TANAKA Kaho","Japan","Hockey"
"TANAKA Kaito","Japan","Hockey"
"TANAKA Kenta","Japan","Hockey"
"TANAKA Nozomi","Japan","Athletics"
"TANAKA Ryomei","Japan","Boxing"
"TANAKA Seren","Japan","Hockey"
"TANAKA Toshiyuki","Japan","Equestrian"
